Role,Age,Gender,Occupation,Personality Traits,Communication Style,Interests and Hobbies,Educational Background,Cultural Background,Language Proficiency,Technology Savviness,Preferred Communication Medium,Lifestyle,Values and Beliefs,Relationship Status,Economic Status,Health and Wellness,Time Availability,Problem-solving Approach,Capital improvement project,Infiltration policy,Freeboard policy,Buyouts,Future Buyout,Recreational investment,Shelter Small,Basketball Small,Football,Open Area Small,Shelter Medium,Soccer Small,Volleyball Small,Exercise Area Small,Picnic Area,Playground Large,Shelter Large,Soccer Large,Track,Trail Small,Amphitheater,Open Area Large,Playground Small,Soccer Medium,Softball/Baseball Small,Trail Medium,Trail Large
Role863,78,nondisclosed,Doctor,Extroverted,Humorous,Traveling,Bachelor,African,English,Intermediate,Text,Sedentary,Humanism,Divorced,Middle income,Healthy,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role864,18,nondisclosed,Artist,Traditional,Direct,Painting,Graduate Degree,Middle Eastern,Spanish,Expert,Voice,Sedentary,Atheism,Widowed,Low income,Healthy,Full-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role865,22,female,Scientist,Traditional,Informal,Painting,Bachelor,Western,English,Intermediate,Video,Active,Humanism,Widowed,Middle income,Average health,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role866,80,nondisclosed,Teacher,Extroverted,Direct,Reading,High School,Eastern,French,Novice,Voice,Active,Humanism,Single,Low income,Average health,Part-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role867,70,genderqueer,Artist,Extroverted,Humorous,Painting,High School,African,English,Novice,Video,Sedentary,Environmentalism,Widowed,High income,Healthy,Full-time,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role868,38,female,Scientist,Innovative,Empathetic,Cooking,Bachelor,Middle Eastern,French,Expert,Mixed,Sedentary,Islam,In a relationship,Middle income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
Role869,70,female,Artist,Traditional,Informal,Traveling,Graduate Degree,Eastern,English,Expert,Video,Active,Christianity,Single,High income,Health-conscious,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role870,28,genderqueer,Scientist,Introverted,Formal,Reading,High School,African,French,Novice,Video,Sedentary,Islam,Single,Middle income,Average health,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role871,62,male,Teacher,Innovative,Mixed,Traveling,Bachelor,Eastern,French,Novice,Video,Sedentary,Christianity,Divorced,High income,Healthy,Full-time,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role872,56,nondisclosed,Scientist,Introverted,Humorous,Video Games,Bachelor,Eastern,French,Intermediate,Voice,Active,Environmentalism,In a relationship,High income,Average health,Part-time,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role873,61,nondisclosed,Scientist,Traditional,Direct,Sports,Graduate Degree,Middle Eastern,French,Expert,Voice,Sedentary,Environmentalism,In a relationship,Low income,Healthy,Full-time,Creative,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role874,70,male,Student,Extroverted,Mixed,Video Games,Graduate Degree,Western,English,Novice,Text,Active,Christianity,Single,Middle income,Health-conscious,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role875,67,female,Doctor,Introverted,Formal,Video Games,High School,Eastern,French,Novice,Mixed,Active,Environmentalism,Divorced,Middle income,Health-conscious,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1
Role876,40,nondisclosed,Retired,Introverted,Formal,Reading,Graduate Degree,Middle Eastern,Spanish,Intermediate,Video,Sedentary,Environmentalism,Widowed,Middle income,Healthy,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role877,29,male,Doctor,Extroverted,Mixed,Painting,High School,African,Mandarin,Intermediate,Voice,Active,Islam,Single,Low income,Health-conscious,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1
Role878,50,genderqueer,Doctor,Extroverted,Mixed,Reading,Graduate Degree,Middle Eastern,Mandarin,Novice,Voice,Sedentary,Atheism,Single,High income,Healthy,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role879,37,female,Retired,Innovative,Humorous,Sports,High School,Eastern,French,Novice,Text,Active,Christianity,Divorced,High income,Healthy,Sporadic,Creative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role880,52,male,Retired,Extroverted,Humorous,Video Games,Graduate Degree,African,French,Intermediate,Video,Sedentary,Islam,In a relationship,Low income,Average health,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role881,38,male,Doctor,Innovative,Direct,Video Games,Graduate Degree,Middle Eastern,Mandarin,Novice,Video,Active,Humanism,Widowed,Middle income,Average health,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role882,55,male,Artist,Traditional,Humorous,Traveling,Bachelor,Eastern,Spanish,Expert,Text,Sedentary,Humanism,Single,Middle income,Health-conscious,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role883,24,female,Engineer,Extroverted,Empathetic,Cooking,Bachelor,Eastern,English,Novice,Text,Sedentary,Christianity,In a relationship,High income,Average health,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1
Role884,24,nondisclosed,Engineer,Extroverted,Direct,Reading,Graduate Degree,Eastern,French,Expert,Mixed,Active,Islam,Divorced,High income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role885,35,genderqueer,Teacher,Innovative,Formal,Sports,High School,Western,Mandarin,Novice,Text,Active,Environmentalism,Widowed,Low income,Health-conscious,Part-time,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role886,60,female,Scientist,Traditional,Direct,Painting,Graduate Degree,Middle Eastern,English,Intermediate,Video,Active,Christianity,Widowed,High income,Average health,Sporadic,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role887,80,nondisclosed,Retired,Traditional,Humorous,Sports,Bachelor,Middle Eastern,English,Expert,Text,Sedentary,Islam,Widowed,Middle income,Health-conscious,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role888,22,female,Scientist,Traditional,Empathetic,Traveling,Bachelor,Eastern,English,Novice,Voice,Active,Humanism,Divorced,High income,Healthy,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role889,75,nondisclosed,Teacher,Traditional,Informal,Traveling,Graduate Degree,Middle Eastern,English,Intermediate,Mixed,Active,Humanism,Divorced,High income,Healthy,Full-time,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role890,47,female,Doctor,Traditional,Informal,Painting,Graduate Degree,Western,Spanish,Novice,Video,Active,Atheism,Divorced,Middle income,Health-conscious,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role891,38,nondisclosed,Artist,Introverted,Direct,Sports,Bachelor,Eastern,French,Expert,Mixed,Sedentary,Atheism,Divorced,Middle income,Health-conscious,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role892,21,male,Engineer,Extroverted,Mixed,Painting,Graduate Degree,Middle Eastern,French,Novice,Video,Sedentary,Humanism,Widowed,High income,Average health,Sporadic,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role893,68,male,Engineer,Innovative,Mixed,Sports,High School,African,Spanish,Expert,Video,Active,Atheism,In a relationship,Middle income,Average health,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role894,19,genderqueer,Student,Innovative,Mixed,Reading,Graduate Degree,Middle Eastern,Mandarin,Expert,Video,Sedentary,Christianity,Married,Low income,Health-conscious,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
Role895,38,nondisclosed,Artist,Traditional,Informal,Cooking,High School,Western,Spanish,Novice,Video,Active,Islam,Widowed,Middle income,Health-conscious,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1
Role896,45,nondisclosed,Artist,Innovative,Formal,Reading,Bachelor,Middle Eastern,Mandarin,Intermediate,Video,Sedentary,Atheism,Divorced,Middle income,Health-conscious,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role897,56,female,Retired,Introverted,Direct,Sports,Graduate Degree,Eastern,Mandarin,Novice,Voice,Active,Islam,In a relationship,Middle income,Average health,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role898,27,male,Retired,Extroverted,Mixed,Painting,Graduate Degree,African,English,Novice,Mixed,Active,Christianity,In a relationship,High income,Health-conscious,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role899,62,nondisclosed,Doctor,Introverted,Direct,Traveling,High School,Western,Mandarin,Expert,Video,Sedentary,Islam,Widowed,Middle income,Average health,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role900,37,nondisclosed,Retired,Extroverted,Direct,Painting,Bachelor,Middle Eastern,English,Expert,Video,Active,Environmentalism,Single,High income,Average health,Sporadic,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role901,61,genderqueer,Engineer,Extroverted,Direct,Video Games,Graduate Degree,Eastern,French,Intermediate,Voice,Active,Christianity,Married,High income,Average health,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role902,34,female,Engineer,Traditional,Informal,Video Games,Bachelor,Western,English,Intermediate,Video,Sedentary,Humanism,Married,High income,Health-conscious,Full-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role903,34,nondisclosed,Artist,Innovative,Empathetic,Sports,Graduate Degree,Middle Eastern,Mandarin,Novice,Video,Sedentary,Humanism,In a relationship,Middle income,Healthy,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role904,44,nondisclosed,Doctor,Traditional,Informal,Painting,Graduate Degree,Middle Eastern,Mandarin,Expert,Voice,Sedentary,Humanism,In a relationship,High income,Health-conscious,Full-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role905,44,male,Student,Innovative,Empathetic,Reading,High School,Eastern,English,Intermediate,Text,Active,Islam,Married,Low income,Average health,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
Role906,54,male,Retired,Introverted,Formal,Sports,High School,African,English,Expert,Text,Active,Humanism,Divorced,Low income,Health-conscious,Sporadic,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role907,78,genderqueer,Student,Traditional,Informal,Painting,Bachelor,Western,French,Expert,Text,Sedentary,Christianity,Single,Middle income,Health-conscious,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role908,21,genderqueer,Teacher,Extroverted,Empathetic,Video Games,Bachelor,African,English,Novice,Video,Sedentary,Islam,Single,Low income,Healthy,Sporadic,Analytical,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Role909,20,genderqueer,Student,Traditional,Mixed,Video Games,Bachelor,Middle Eastern,Spanish,Expert,Voice,Sedentary,Christianity,In a relationship,Low income,Average health,Sporadic,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role910,44,male,Engineer,Extroverted,Empathetic,Painting,High School,Western,English,Intermediate,Video,Active,Islam,Divorced,High income,Healthy,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1
Role911,26,female,Teacher,Innovative,Humorous,Video Games,Bachelor,Eastern,French,Novice,Voice,Sedentary,Christianity,Single,Low income,Healthy,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role912,73,female,Retired,Traditional,Direct,Reading,Bachelor,Middle Eastern,French,Novice,Voice,Active,Humanism,Divorced,Middle income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
Role913,56,genderqueer,Teacher,Extroverted,Mixed,Video Games,High School,Middle Eastern,Mandarin,Intermediate,Video,Sedentary,Christianity,In a relationship,Low income,Healthy,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role914,18,nondisclosed,Student,Innovative,Informal,Painting,Bachelor,Middle Eastern,Spanish,Intermediate,Voice,Sedentary,Environmentalism,In a relationship,Middle income,Average health,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role915,66,nondisclosed,Engineer,Extroverted,Mixed,Sports,Bachelor,Middle Eastern,Spanish,Novice,Mixed,Sedentary,Atheism,Single,Middle income,Health-conscious,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role916,80,nondisclosed,Engineer,Innovative,Direct,Sports,Graduate Degree,Eastern,English,Intermediate,Video,Active,Atheism,In a relationship,High income,Healthy,Full-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role917,37,female,Retired,Innovative,Informal,Traveling,Graduate Degree,African,French,Expert,Video,Active,Christianity,Single,Low income,Average health,Part-time,Analytical,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role918,73,nondisclosed,Teacher,Innovative,Empathetic,Traveling,Bachelor,Middle Eastern,English,Novice,Voice,Active,Humanism,Single,Low income,Healthy,Sporadic,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role919,79,female,Teacher,Traditional,Formal,Painting,Graduate Degree,Western,Mandarin,Expert,Mixed,Sedentary,Humanism,Widowed,Middle income,Healthy,Part-time,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role920,64,genderqueer,Doctor,Extroverted,Empathetic,Traveling,Bachelor,African,Spanish,Intermediate,Voice,Active,Atheism,Divorced,High income,Health-conscious,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Role921,64,nondisclosed,Engineer,Introverted,Empathetic,Sports,Graduate Degree,Western,Spanish,Expert,Voice,Active,Islam,Widowed,Middle income,Healthy,Part-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role922,70,genderqueer,Teacher,Traditional,Humorous,Sports,High School,Eastern,Spanish,Novice,Mixed,Active,Islam,Married,Low income,Healthy,Sporadic,Creative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role923,66,genderqueer,Engineer,Innovative,Humorous,Sports,Bachelor,Middle Eastern,Mandarin,Novice,Voice,Sedentary,Atheism,Divorced,Low income,Average health,Sporadic,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role924,21,genderqueer,Student,Extroverted,Direct,Reading,Graduate Degree,African,French,Expert,Video,Sedentary,Humanism,Single,Middle income,Healthy,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Role925,39,genderqueer,Engineer,Extroverted,Mixed,Traveling,Bachelor,African,French,Novice,Mixed,Sedentary,Christianity,Widowed,High income,Healthy,Part-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role926,79,genderqueer,Teacher,Innovative,Mixed,Traveling,Graduate Degree,African,Mandarin,Intermediate,Mixed,Active,Islam,In a relationship,Middle income,Average health,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Role927,58,nondisclosed,Doctor,Traditional,Direct,Sports,High School,Middle Eastern,English,Intermediate,Mixed,Active,Christianity,Widowed,Middle income,Average health,Sporadic,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role928,78,male,Doctor,Innovative,Mixed,Cooking,Graduate Degree,Western,French,Intermediate,Text,Sedentary,Christianity,Divorced,Middle income,Healthy,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role929,59,genderqueer,Student,Innovative,Informal,Cooking,High School,Middle Eastern,French,Expert,Video,Sedentary,Atheism,In a relationship,Low income,Healthy,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role930,53,female,Scientist,Innovative,Mixed,Sports,High School,Western,French,Novice,Video,Active,Atheism,Single,Low income,Average health,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role931,35,male,Student,Extroverted,Empathetic,Video Games,Bachelor,Western,Spanish,Novice,Text,Active,Humanism,Widowed,High income,Average health,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role932,35,genderqueer,Scientist,Innovative,Empathetic,Video Games,High School,African,French,Novice,Voice,Active,Islam,Single,High income,Average health,Sporadic,Creative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role933,65,male,Student,Introverted,Mixed,Painting,Bachelor,Eastern,English,Intermediate,Text,Active,Environmentalism,Widowed,Middle income,Average health,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role934,59,female,Scientist,Innovative,Empathetic,Painting,High School,Eastern,French,Expert,Text,Active,Environmentalism,Single,High income,Healthy,Full-time,Collaborative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role935,34,genderqueer,Engineer,Introverted,Direct,Painting,High School,Eastern,French,Intermediate,Voice,Active,Humanism,In a relationship,Middle income,Healthy,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role936,23,genderqueer,Student,Extroverted,Informal,Video Games,Bachelor,Middle Eastern,Mandarin,Expert,Voice,Active,Atheism,Married,High income,Healthy,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role937,45,female,Engineer,Extroverted,Direct,Cooking,Graduate Degree,African,English,Expert,Voice,Sedentary,Environmentalism,Married,Middle income,Average health,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role938,47,female,Teacher,Introverted,Mixed,Video Games,Bachelor,African,English,Novice,Video,Active,Environmentalism,Divorced,High income,Average health,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role939,56,female,Engineer,Extroverted,Humorous,Cooking,Graduate Degree,Middle Eastern,French,Novice,Voice,Active,Islam,Divorced,Low income,Health-conscious,Part-time,Analytical,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role940,56,female,Artist,Traditional,Mixed,Traveling,Bachelor,Western,Spanish,Intermediate,Text,Sedentary,Environmentalism,Single,High income,Healthy,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
Role941,29,male,Doctor,Traditional,Formal,Reading,Bachelor,African,Spanish,Novice,Mixed,Sedentary,Christianity,Widowed,Middle income,Healthy,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role942,67,nondisclosed,Engineer,Traditional,Direct,Painting,Graduate Degree,Middle Eastern,French,Intermediate,Mixed,Active,Humanism,In a relationship,High income,Health-conscious,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role943,53,male,Doctor,Introverted,Direct,Painting,Bachelor,African,Spanish,Novice,Voice,Sedentary,Islam,Widowed,Low income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Role944,24,male,Retired,Traditional,Formal,Cooking,Graduate Degree,African,Mandarin,Novice,Voice,Active,Humanism,Single,High income,Healthy,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Role945,62,genderqueer,Teacher,Introverted,Humorous,Reading,High School,Western,Mandarin,Expert,Mixed,Active,Humanism,Divorced,High income,Average health,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role946,75,female,Scientist,Innovative,Mixed,Reading,High School,Middle Eastern,Spanish,Expert,Mixed,Active,Christianity,Widowed,Middle income,Average health,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1
Role947,40,female,Doctor,Traditional,Humorous,Reading,Bachelor,Western,English,Intermediate,Text,Active,Environmentalism,Divorced,Middle income,Healthy,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role948,35,genderqueer,Retired,Introverted,Humorous,Painting,Graduate Degree,African,Mandarin,Intermediate,Voice,Active,Atheism,Married,High income,Healthy,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Role949,49,male,Teacher,Traditional,Direct,Cooking,Bachelor,African,Spanish,Novice,Mixed,Sedentary,Atheism,Divorced,Middle income,Health-conscious,Sporadic,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role950,33,genderqueer,Scientist,Traditional,Formal,Cooking,High School,Middle Eastern,Mandarin,Intermediate,Video,Sedentary,Islam,Married,Middle income,Healthy,Full-time,Practical,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role951,20,male,Scientist,Traditional,Formal,Reading,High School,Western,English,Novice,Text,Active,Environmentalism,Widowed,Middle income,Health-conscious,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role952,64,male,Scientist,Traditional,Mixed,Traveling,Bachelor,Middle Eastern,English,Novice,Mixed,Active,Islam,Divorced,Low income,Health-conscious,Sporadic,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role953,33,nondisclosed,Doctor,Extroverted,Informal,Painting,High School,Western,Spanish,Intermediate,Video,Active,Humanism,In a relationship,Low income,Health-conscious,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role954,52,nondisclosed,Retired,Extroverted,Mixed,Video Games,High School,Middle Eastern,French,Expert,Text,Sedentary,Islam,In a relationship,Low income,Health-conscious,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Role955,29,female,Engineer,Extroverted,Mixed,Cooking,Graduate Degree,African,Mandarin,Intermediate,Mixed,Sedentary,Environmentalism,Divorced,Low income,Health-conscious,Sporadic,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role956,66,male,Teacher,Introverted,Formal,Cooking,High School,Western,Spanish,Expert,Text,Sedentary,Islam,Married,Middle income,Health-conscious,Part-time,Collaborative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role957,18,genderqueer,Engineer,Traditional,Empathetic,Traveling,Bachelor,African,Spanish,Intermediate,Mixed,Active,Islam,Widowed,Low income,Healthy,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role958,75,nondisclosed,Student,Traditional,Informal,Traveling,Graduate Degree,Western,English,Novice,Voice,Active,Environmentalism,In a relationship,High income,Health-conscious,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
